cpf_mutuario;uf;municipio;endereco;cep
10073089748;SP;CAMPINAS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";94682463
10852522160;SP;SOROCABA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";68978831
10240348350;RJ;RIO DE JANEIRO;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";68851410
11289188617;RS;CARAZINHO;"R CARLOS TASSO RODRIGUES DA CUNHA; 0";42857376
11029275315;MG;BELO HORIZONTE;R RUA ANTONIO BORGES DE ARAUJO SN BLC 2;40456829
10048938694;SP;GUARULHOS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";63685862
10243089770;MA;SAO LUIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";12045625
10789405897;ES;CACHOEIRO DE ITAPEMIRIM;"R CARLOS TASSO RODRIGUES DA CUNHA; 0";94174645
11101150105;DF;BRASILIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; S/; 0";89513818
10215309195;MA;SAO LUIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";95359635
11291218516;PB;JOAO PESSOA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";34049478
11151327335;PI;PARNAIBA;"R RUA CARLOS RODRIGUES DA CUNHA; 0";28557237
11657242521;SP;TAUBATE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA BLC; 0";61795481
10926971855;RJ;DUQUE DE CAXIAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";81047441
10869912797;RJ;DUQUE DE CAXIAS;R RUA ANTONIO BORGES DE ARAUJO 0;73593733
10222622773;MG;GOVERNADOR VALADARES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";86068617
11203340721;MT;CUIABA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";21240593
10100876547;SP;GUARULHOS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";69705985
11074238273;GO;GOIATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; S/; 0";20652114
11866187324;CE;CAUCAIA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";80235859
11065679071;GO;GOIATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";67661495
11449614122;SC;SAO JOSE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";14399292
11544793894;AL;SATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";83075064
11479366875;SP;OSASCO;R RUA ANTONIO BORGES DE ARAUJO 4;86721540
11575107960;SP;PRESIDENTE PRUDENTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";56682132
10109532066;RS;CACHOEIRINHA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";21323042
10649913940;MG;UBERABA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";72365982
11412255523;SP;CAMPINAS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";21965842
11838593501;RN;SAO GONCALO DO AMARANTE;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";63249810
10056983878;SP;JUNDIAI;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";40012045
10770186829;RN;SAO GONCALO DO AMARANTE;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";26402174
10118705026;SP;TABOAO DA SERRA;R RUA ANTONIO BORGES DE ARAUJO SN BLC 1;16192049
11701189560;PR;SAO JOAO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";89936421
10809317621;RS;PELOTAS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";39887007
10286203372;SP;CAJAMAR;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";28983818
10515124743;RN;NATAL;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";72696341
10869439924;MG;UBERLANDIA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";25944786
12010205564;RS;SANTO ANGELO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";78843242
10986316689;SP;SOROCABA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";75330727
10698555156;MG;ARAGUARI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA BLC; 0";45648388
11187526646;PR;PATO BRANCO;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";47192906
10094842044;MA;PACO DO LUMIAR;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";18081449
10606875501;MG;PASSOS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";76074888
11880701108;MG;UBERLANDIA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";57204753
11741029405;MG;BELO HORIZONTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";95662667
11055250942;RS;VERA CRUZ;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";77316560
11598412550;MG;UBERLANDIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";26714247
10901673823;SP;JUNDIAI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";73765408
11844622734;BA;SALVADOR;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";73519825
10801995330;PR;TOLEDO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";22529023
11190915541;BA;SALVADOR;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";51258327
11551127764;PE;SAO LOURENCO DA MATA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; S/; 0";59931378
11783786319;SP;SAO JOSE DOS CAMPOS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";35943326
11193832177;MG;UBERLANDIA;R RUA ANT NIO BORGES DE ARA JO BLOCO 1;36555830
11710321415;BA;SALVADOR;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";32827822
10558626326;MG;RIBEIRAO DAS NEVES;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";25709445
12005089884;SP;CAMPINAS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";66443589
10054476021;SP;CAMPINAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";25279200
10726478171;GO;VALPARAISO DE GOIAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";88390304
11703600508;CE;FORTALEZA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";43297173
11348375910;SP;PINDAMONHANGABA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";66337166
10009528015;SP;JUNDIAI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";53989086
11288671277;GO;GOIATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";73909760
12053202210;PA;CASTANHAL;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";57746237
10640189146;PR;SAO JOAO DO IVAI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";67477308
10703505062;GO;GOIANIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";41216572
10675706914;SP;SAO JOSE DOS CAMPOS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";18984265
12036180400;MT;CUIABA;"R CARLOS TASSO RODRIGUES DA CUNHA; 0";85627262
10422188312;SP;DRACENA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";87786922
10642256169;RJ;MESQUITA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";76693179
12076871654;GO;GOIANIA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";11775225
11011448951;SC;NAVEGANTES;R ANTONIO BORGES DE ARAUJO SN BLOCO 0;40846427
10976751615;SP;SANTO ANDRE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; S/; 0";58377823
10208949219;SC;CHAPECO;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";43094670
10188879532;RS;ALVORADA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";35489007
10782787091;MG;CARMO DO RIO CLARO;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";44270021
10378105733;RJ;BELFORD ROXO;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";67332524
10044455371;SP;TAUBATE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";75099124
11238890497;SE;BARRA DOS COQUEIROS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";14974714
10725833544;RS;PORTO ALEGRE;"R RUA CARLOS TASSO RODRIGUES CUNHA; 0";42665413
10531079021;PI;PARNAIBA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";87402305
10159003846;MA;PACO DO LUMIAR;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";66125851
10318434052;MA;SAO LUIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";12533652
11447945662;MG;VARGINHA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";47952775
10953390764;RO;ARIQUEMES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";43427104
11395030470;SP;MOGI DAS CRUZES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";43357145
10782770779;MS;DOURADOS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";90104131
10271897356;PR;ARAUCARIA;"R CARLOS TASSO RODRIGUES DA CUNHA S/N BLO; 0";72976063
11963248441;RS;SAPUCAIA DO SUL;"R RUA CARLOS TASSO RODRIGUES DA CUNHA BLO; 0";12201092
11784009853;RN;PARNAMIRIM;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";80320071
11002873292;GO;AGUAS LINDAS DE GOIAS;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";98279438
10599815358;BA;LAURO DE FREITAS;"R CARLOS TASSO RODRIGUES DA CUNHA S/N BLO; 0";42324416
12031853091;MG;ARAXA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";20358560
11288565891;RN;SAO GONCALO DO AMARANTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";92900318
10585255009;AL;SATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";90154349
11647128708;ES;CACHOEIRO DE ITAPEMIRIM;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";41812783
11159418768;SP;RIBEIRAO PRETO;"R RUA ANTONIO BORGES DE ARAUJO; 0";45409817
10843647731;MT;RONDONOPOLIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";44960811
10374032133;MG;ALFENAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";19211421
10400224082;PR;ARARUNA;"R OLANDA DERENUSSON SILVEIRA S/N BLOCO; 0";74724961
10428455715;RJ;MACAE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; S/; 0";98798959
11723102808;MG;LAGOA DA PRATA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";83676909
11933794072;SP;SAO CARLOS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";34639157
11420162453;SC;ARARANGUA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";40735433
10854400994;RS;SANTO ANGELO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";18602559
10088982800;DF;BRASILIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";11655773
11682878989;MT;JACIARA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";50587484
11111204805;AL;MACEIO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";99895809
10793847185;GO;AGUAS LINDAS DE GOIAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";17912488
11803191230;SP;FERRAZ DE VASCONCELOS;"R RUA ANTONIO BORGES DE ARAUJO; 0";34297664
11004297571;PR;BELA VISTA DO PARAISO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";69428459
11149186703;PE;PETROLINA;"R RUA ANTONIO BORGES DE ARAUJO S/N BLOCO; 0";83628768
12071929366;SP;BOTUCATU;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";25416604
10530740197;MG;RIBEIRAO DAS NEVES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";35746514
10399577495;RS;SAPUCAIA DO SUL;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";22622144
11314746041;RJ;NITEROI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";92623771
10670075646;SP;GUARULHOS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";19364725
11605409338;SP;COTIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; SN; 0";21998022
10539977047;MG;NOVA SERRANA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";44947082
11228121654;RS;ALVORADA;R OLANDA DERENUSSON SILVEIRA SN BLOCO 0;92355741
10315837752;PA;MARITUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";64716033
11607650004;SP;SAO PAULO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";31082221
11263480887;RS;SANTA BARBARA DO SUL;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;36397861
12039670370;MG;DIVINOPOLIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";88087363
10771618962;RS;ALVORADA;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;79365082
11255404273;GO;APARECIDA DE GOIANIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";44248701
10487075409;PR;BELA VISTA DO PARAISO;"R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC; 0";62444963
11214764032;RJ;RIO DE JANEIRO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";39367891
11167590832;MT;CUIABA;R RUA DAS LARANJEIRAS NR 4;26133775
11345600681;MT;JUINA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";48009466
11231911566;PE;PETROLINA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";94577647
10777212229;SP;SAO PAULO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";28937800
11670125587;SP;PIRACICABA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";32271675
10594163538;MG;UBERLANDIA;"R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC; 0";61438317
11515646035;SP;SAO PAULO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";85457884
11160544568;BA;ITABUNA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";95641748
10826805934;RS;CAXIAS DO SUL;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;94422594
10600421626;RS;SAO LEOPOLDO;"R RUA ANT NIO BORGES DE ARA JO S/N BLOCO; 0";20904651
11508495914;RS;VERANOPOLIS;R RUA ANTONIO BORGES DE ARAUJO SN BLOCO 0;96818606
11923998696;SP;CAMPINAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";99154318
10550496690;SP;CAMPINAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";79886253
10935223546;RS;SANTO ANGELO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";77799436
11585852531;RS;SAO LEOPOLDO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";93391818
10121841387;PI;PARNAIBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";52545477
11193359370;RJ;MARICA;"R RUA  OLANDA DERENUSSON SILVEIRA;SN BLOC; 0";90445365
11165451214;MG;TIROS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";61903908
10052077883;SP;JUNDIAI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";37915642
11570213486;RJ;RIO DE JANEIRO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";71539049
10780199615;SP;IPAUSSU;"R RUA  OLANDA DERENUSSON SILVEIRA S/N BLO; 0";23577911
10296361990;PI;PARNAIBA;AV AVENIDA NIZA MARQUEZ GUARITA SN BLC 1;81546280
11760009615;SP;ARACATUBA;"R RUA  OLANDA DERENUSSON SILVEIRA; 0";33847789
11671660570;PR;SARANDI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";87545597
11787932729;MG;UBERABA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 0;89229568
10708643295;SP;SUZANO;"AV AV NILZA MARQUES GUARIT; 0";41632203
10378780004;PE;CARUARU;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";33206554
10606797549;GO;CIDADE OCIDENTAL;AV NIZA MARQUEZ GUARITA BLOCO 2;42106238
10648680625;SP;SAO PAULO;"AV AV NIZA MARQUEZ GUARITA; 0";71076094
11527812398;RS;BENTO GONCALVES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";39995452
11992485353;RS;BENTO GONCALVES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";14124540
10370212774;MT;SINOP;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";31046022
10474134514;PR;PONTA GROSSA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";43159620
11871013481;MG;ITAPECERICA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";40266787
11580743651;PR;SANTA TEREZINHA DE ITAIPU;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";30840034
11889111624;RS;BENTO GONCALVES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";41033609
11203122855;PR;ARAUCARIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";30551307
11666114324;SP;CAMPINAS;R AV ALMIRANTE BARROSO 2;57933244
11465948917;RJ;RIO DE JANEIRO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";18334558
11810951096;SP;JUNDIAI;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";64435605
11000919926;SP;CAMPINAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";81460599
11380505081;PI;TERESINA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";35866819
10340926567;GO;GOIATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";45745672
10941724511;BA;LAURO DE FREITAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";48803142
10272789164;SP;GUARULHOS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";85122520
11036042024;PI;TERESINA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";30996507
11991109082;CE;HORIZONTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";54570229
11066577761;CE;QUIXERE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";35369265
11217498812;SP;PENAPOLIS;"R RUA DOS CURI S; S/N BLOCO 0";34524631
11972462344;SP;RIO CLARO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";62308036
11749881957;MG;BETIM;AV AV NIZA MARQUEZ GUARITA SN BLOCO 3;57980944
10807517006;MG;UBERLANDIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";60155266
11652710778;GO;GOIANESIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";42694986
10184084244;RS;CARAZINHO;AV AV NIZA MARQUEZ GUARITA SN BLOCO 2;56678601
10227461600;SP;AMERICANA;"R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC; 0";67930403
11279555495;SP;CAMPINAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";61481460
11635014699;GO;NEROPOLIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";76255809
11321116271;MG;BELO HORIZONTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";12082323
10578135579;GO;CIDADE OCIDENTAL;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";81605845
12092486768;PR;PIRAQUARA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";13166472
10074461284;CE;CAUCAIA;AV RUA DOS CURIOS S/N BLOCO 7;92628798
11031066971;RS;IBIRUBA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 1;29579898
10882982308;GO;FORMOSA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";78354926
11761104869;SP;ARACATUBA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";11404674
11977717184;SP;ITANHAEM;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";70300975
11771800874;GO;AGUAS LINDAS DE GOIAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";45365326
10265155834;MA;SAO LUIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";27438253
11812618862;GO;VALPARAISO DE GOIAS;"R RUA DOS CURI S; S/N BLOCO 1";93274126
10509656755;GO;APARECIDA DE GOIANIA;R RUA CARLOS SALGE 1;94274569
10194486002;SE;TOBIAS BARRETO;R RUA CARLOS SALGE 1;43879666
11571984403;SE;TOBIAS BARRETO;"R RUA DOS CURIOS; 0";41246469
11054197838;MG;PASSOS;AV AV NIZA MARQUEZ GUARITA S/N BLOCO 1;35522970
10065649775;SP;MARILIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";71969381
12095232080;RJ;RESENDE;"R RUA DOS CURI S; 0";40973530
11470123731;PR;PINHAIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";32995202
12039652024;SP;PIRACICABA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";98732003
10347904300;GO;ANAPOLIS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";95933944
10871853339;PR;COLOMBO;"R RUA DOS CURIOS; 0";45658365
11641295892;MT;CUIABA;"R RUA DOS CURI S; S/N BLOCO 2";33930889
11882860409;MG;UNAI;"R RUA DOS CURIOS; 0";23174304
10341733768;PR;CURITIBA;"R RUA DOS CURI S; 0";65033453
11848914797;GO;AGUAS LINDAS DE GOIAS;"R RUA AB LIO MONTEIRO; 4";67729173
11114096861;SP;CAJAMAR;"R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC; 0";31643556
10627040382;MG;ITABIRA;"R RUA AB LIO MONTEIRO; 0";48756199
10254513954;SP;SANTO ANDRE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";82449545
11717034950;GO;APARECIDA DE GOIANIA;"R RUA DOS CURI S; S/N BLOCO 1";17257927
10711738374;MG;UBERLANDIA;"R RUA DOS CURI S; S/N BLOCO 3";37745632
12102635894;SP;SANTO ANDRE;"R RUA DOS CURI S; S/N BLOCO 1";46505509
10161552587;MS;CAMPO GRANDE;"R RUA CARLOS SALGE; 0";38914517
10894239430;SP;JUNDIAI;"R RUA AB LIO MONTEIRO; 4";47467106
10154466724;MG;ESMERALDAS;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";11022815
10923124684;GO;GOIANIA;"R RUA AB LIO MONTEIRO; 4";78579593
11174973352;SC;SAO JOSE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";18290719
11653361153;GO;CAMPOS BELOS;"R RUA DOS CURI S; 0";22759043
10120785829;PB;JOAO PESSOA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";90789504
10750188779;GO;VALPARAISO DE GOIAS;"R RUA DOS CURI S; S/N BLOCO 1";17664145
10856992441;RS;SANTA MARIA;"R RUA DOS CURI S; 0";47235538
10489334895;RS;SALDANHA MARINHO;"AV RUA DOS CURI S; S/N BLOCO 3";56820942
10660157378;RS;SANTA CRUZ DO SUL;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";12580648
11395362688;SP;OLIMPIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";91729153
10445079086;SP;SAO PAULO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";89890773
12014239177;RS;PORTO ALEGRE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";60089099
10409614167;SP;PINDORAMA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";94220932
11968902881;DF;BRASILIA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 3;25025279
12059588821;SP;COLINA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";85286183
11249362611;MT;CUIABA;"R RUA ABILIO MONTEIRO; 0";24482477
10797969789;SP;MOGI DAS CRUZES;"R RUA  OLANDA DERENUSSON SILVEIRA SN BLOC; 0";11695228
11188234287;PA;BELEM;"R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N; 0";90624795
11656961195;RN;PARNAMIRIM;"R RUA ABILIO MONTEIRO; 0";44757499
11166867816;BA;SALVADOR;"R RUA DOS CURI S; S/N BLOCO 3";49831708
12032946946;RJ;RIO DE JANEIRO;AV AV NIZA MARQUEZ GUARITA SN BLOCO 2;54762395
11893125174;MA;PACO DO LUMIAR;"R RUA AB LIO MONTEIRO; 0";68381797
10536871506;AL;ARAPIRACA;"R RUA AB LIO MONTEIRO; 0";20609657
10551953026;RS;IJUI;R RUA ABILIO MONTEIRO 4;47525433
11789041532;SP;PONTAL;R RUA ABILIO MONTEIRO 4;47043063
11252464458;MG;MURIAE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";41674659
10285756086;PR;PEROLA;"R RUA DOS CURIOS; 0";15381803
10656001593;SP;MONGAGUA;"R RUA AB LIO MONTEIRO; 4";82014430
10811831963;MG;ITABIRA;"R RUA DOS CURI S; S/N BLOCO 2";38551606
10853281439;MA;PACO DO LUMIAR;"R RUA DOS CURIOS; 0";94950991
12110902832;SP;SAO JOSE DOS CAMPOS;"R RUA DOS CURI S; S/N BLOCO 2";97227236
11551051859;SP;NOVO HORIZONTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";83027401
10204541011;SP;CARAPICUIBA;"R RUA DOS CURI S; S/N BLOCO 5";69576902
11034882570;GO;GOIANIA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";15074689
10028513223;MG;UBERLANDIA;"R RUA ABILIO MONTEIRO; 0";55018660
11713527399;MS;CAARAPO;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";78033888
11889228707;CE;JUAZEIRO DO NORTE;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";17135353
10628054107;SP;JUNDIAI;"R RUA ABILIO MONTEIRO; 0";10686297
11595763914;MG;ESMERALDAS;"R RUA DOS CURI S; S/N BLOCO 2";43278958
11614165873;MG;OLIVEIRA;"R RUA ABILIO MONTEIRO; 0";89943360
10398307641;RJ;RIO DE JANEIRO;"R RUA DOS CURI S; S/N BLOCO 2";81348266
10505202213;PB;JOAO PESSOA;"R RUA DOS CURI S; S/N BLOCO 2";86883394
11974004058;SP;APARECIDA;"R RUA CARLOS TASSO RODRIGUES DA CUNHA; 0";39410466
10489375980;ES;LINHARES;"R RUA CARLOS TASSO RODRIGUES DA CUNHA SN; 0";95014094
11049373570;SC;CAMBORIU;"AV RUA DOS CURI S; S/N BLOCO 3";50026428
10093767620;SP;MARILIA;"R RUA DOS CURI S; S/N BLOCO 1";40762297
10505447543;PR;MARINGA;"R RUA DOS CURI S; S/N BLOCO 2";85209946
11628520399;PR;SARANDI;AV RUA DOS CURIOS S/N BLOCO 2;36129393
